file,runs,pigz_level,sample_percent,simulation_engine,original_bytes,compressed_bytes,ratio,preprocess_avg_ms,secondary_compress_avg_ms,total_encode_avg_ms,total_decode_avg_ms,all_verified
"kodim11.dds",1,7,20,libdeflate,196736,139869,1.406573,1.253,48.642,49.895,66.156,true
"kodim12.dds",1,7,20,libdeflate,196736,128360,1.532689,1.415,57.142,58.557,63.814,true
"kodim13.dds",1,7,20,libdeflate,196736,161615,1.217313,1.535,51.908,53.443,66.435,true
"kodim14.dds",1,7,20,libdeflate,196736,150781,1.304780,5.654,72.973,78.627,61.593,true
"kodim15.dds",1,7,20,libdeflate,196736,137228,1.433643,1.732,76.818,78.550,72.216,true
"kodim16.dds",1,7,20,libdeflate,196736,126091,1.560270,8.124,55.038,63.162,69.780,true
"kodim17.dds",1,7,20,libdeflate,196736,139617,1.409112,1.237,95.264,96.500,69.928,true
"kodim18.dds",1,7,20,libdeflate,196736,159436,1.233950,1.418,63.830,65.248,75.292,true
"kodim19.dds",1,7,20,libdeflate,196736,139930,1.405960,1.955,74.646,76.601,61.501,true
"kodim20.dds",1,7,20,libdeflate,196736,117601,1.672911,10.600,68.813,79.413,98.441,true
"kodim21.dds",1,7,20,libdeflate,196736,139186,1.413475,3.466,72.656,76.121,61.157,true
"kodim22.dds",1,7,20,libdeflate,196736,154179,1.276023,1.282,61.286,62.569,68.917,true
"kodim23.dds",1,7,20,libdeflate,196736,143749,1.368608,2.109,67.064,69.172,71.858,true
"kodim24.dds",1,7,20,libdeflate,196736,147000,1.338340,1.286,62.932,64.218,55.706,true
"lorikeet.dds",1,7,20,libdeflate,131200,109771,1.195215,6.441,73.020,79.461,59.419,true
"mountains.dds",1,7,20,libdeflate,32896,18322,1.795437,1.260,116.523,117.783,129.766,true
"satellite.dds",1,7,20,libdeflate,32896,27950,1.176959,4.054,57.971,62.026,53.350,true
"small-char.dds",1,7,20,libdeflate,131200,72724,1.804081,2.144,84.178,86.322,54.695,true
"spnza_bricks_a_diff.dds",1,7,20,libdeflate,524416,371725,1.410763,13.483,116.143,129.625,84.089,true
"sponza_arch_diff.dds",1,7,20,libdeflate,524416,294449,1.781008,10.102,135.342,145.443,71.820,true
"sponza_ceiling_a_diff.dds",1,7,20,libdeflate,524416,366949,1.429125,5.519,105.117,110.636,68.278,true
"sponza_column_a_diff.dds",1,7,20,libdeflate,524416,372612,1.407405,8.173,104.237,112.410,73.789,true
"sponza_column_b_diff.dds",1,7,20,libdeflate,524416,393484,1.332751,5.841,97.303,103.144,69.452,true
"sponza_column_c_diff.dds",1,7,20,libdeflate,524416,399315,1.313289,5.338,67.168,72.507,64.358,true
"sponza_curtain_diff.dds",1,7,20,libdeflate,2097280,1510060,1.388872,27.786,165.243,193.029,86.535,true
"sponza_details_diff.dds",1,7,20,libdeflate,524416,320737,1.635034,6.848,66.752,73.600,70.852,true
"sponza_fabric_green_diff.dds",1,7,20,libdeflate,524416,325823,1.609512,7.353,111.107,118.460,67.004,true
"sponza_flagpole_diff.dds",1,7,20,libdeflate,524416,290666,1.804188,11.831,71.511,83.342,65.252,true
"sponza_floor_a_diff.dds",1,7,20,libdeflate,524416,367043,1.428759,12.692,133.708,146.400,81.783,true
"sponza_roof_diff.dds",1,7,20,libdeflate,524416,442637,1.184754,10.972,115.525,126.497,71.080,true
"un512.dds",1,7,20,libdeflate,131200,102630,1.278379,2.220,67.466,69.686,66.601,true
"vase_dif.dds",1,7,20,libdeflate,524416,383352,1.367975,10.332,72.623,82.954,64.861,true
"vase_hanging.dds",1,7,20,libdeflate,524416,292126,1.795171,6.387,103.080,109.467,67.712,true
"vase_round.dds",1,7,20,libdeflate,524416,370773,1.414386,8.244,88.609,96.854,69.656,true
"vector-streets.dds",1,7,20,libdeflate,32896,7632,4.310273,17.042,40.503,57.545,65.436,true
