file,run,pigz_level,sample_percent,simulation_engine,original_bytes,prepared_bytes,compressed_bytes,scan_method,preprocess_ms,secondary_compress_ms,total_encode_ms,total_decode_ms,verified
"kodim13.dds",1,7,20,miniz,196736,196737,161615,Scanline,4.519,239.528,244.047,148.933,true
"kodim14.dds",1,7,20,miniz,196736,196737,150781,Scanline,2.669,107.421,110.090,112.677,true
"kodim15.dds",1,7,20,miniz,196736,196737,137228,Scanline,1.837,184.905,186.742,131.716,true
"kodim16.dds",1,7,20,miniz,196736,196737,126091,Scanline,47.653,149.514,197.167,183.552,true
"kodim17.dds",1,7,20,miniz,196736,196737,139617,Scanline,12.253,150.996,163.249,141.597,true
"kodim18.dds",1,7,20,miniz,196736,196737,159436,Scanline,16.433,137.255,153.688,89.361,true
"kodim19.dds",1,7,20,miniz,196736,196737,139930,Scanline,4.358,215.216,219.574,135.795,true
"kodim20.dds",1,7,20,miniz,196736,196737,117601,Scanline,1.932,90.424,92.356,175.606,true
"kodim21.dds",1,7,20,miniz,196736,196737,139186,Scanline,2.572,102.170,104.742,182.641,true
"kodim22.dds",1,7,20,miniz,196736,196737,154179,Scanline,8.053,144.846,152.899,102.590,true
"kodim23.dds",1,7,20,miniz,196736,196737,143749,Scanline,2.567,148.051,150.618,145.281,true
"kodim24.dds",1,7,20,miniz,196736,196737,147000,Scanline,4.240,203.358,207.599,117.602,true
"lorikeet.dds",1,7,20,miniz,131200,131201,109771,Z-order,4.484,148.381,152.866,185.248,true
"mountains.dds",1,7,20,miniz,32896,32897,18322,Z-order,2.992,266.945,269.937,401.200,true
"satellite.dds",1,7,20,miniz,32896,32897,27950,Scanline,87.893,279.774,367.667,259.113,true
"small-char.dds",1,7,20,miniz,131200,131201,72724,Z-order,9.557,152.260,161.817,167.969,true
"spnza_bricks_a_diff.dds",1,7,20,miniz,524416,524417,371725,Scanline,63.335,217.899,281.234,214.851,true
"sponza_arch_diff.dds",1,7,20,miniz,524416,524417,294449,Scanline,52.262,108.763,161.025,201.401,true
"sponza_ceiling_a_diff.dds",1,7,20,miniz,524416,524417,366949,Z-order,263.742,435.218,698.960,299.157,true
"sponza_column_a_diff.dds",1,7,20,miniz,524416,524417,372612,Scanline,26.807,393.843,420.650,130.289,true
"sponza_column_b_diff.dds",1,7,20,miniz,524416,524417,393484,Scanline,405.397,285.879,691.276,185.602,true
"sponza_column_c_diff.dds",1,7,20,miniz,524416,524417,399315,Scanline,22.874,132.450,155.324,196.924,true
"sponza_curtain_diff.dds",1,7,20,miniz,2097280,2097281,1510060,Scanline,113.221,447.496,560.717,315.635,true
"sponza_details_diff.dds",1,7,20,miniz,524416,524417,320737,Z-order,434.740,543.837,978.577,123.509,true
"sponza_fabric_green_diff.dds",1,7,20,miniz,524416,524417,325823,Scanline,18.506,257.507,276.014,188.661,true
"sponza_flagpole_diff.dds",1,7,20,miniz,524416,524417,290666,Z-order,45.268,150.930,196.198,628.655,true
"sponza_floor_a_diff.dds",1,7,20,miniz,524416,524417,367043,Scanline,82.391,264.351,346.743,136.110,true
"sponza_roof_diff.dds",1,7,20,miniz,524416,524417,442637,Scanline,16.830,166.773,183.603,137.170,true
"un512.dds",1,7,20,miniz,131200,131201,102630,Scanline,12.080,96.582,108.661,89.836,true
"vase_dif.dds",1,7,20,miniz,524416,524417,383352,Z-order,29.353,158.391,187.744,132.417,true
"vase_hanging.dds",1,7,20,miniz,524416,524417,292126,Scanline,83.447,269.549,352.996,245.726,true
"vase_round.dds",1,7,20,miniz,524416,524417,370773,Scanline,25.081,176.675,201.756,136.968,true
"vector-streets.dds",1,7,20,miniz,32896,32897,7632,Z-order,1.317,98.289,99.606,99.623,true
