file,runs,pigz_level,sample_percent,simulation_engine,original_bytes,compressed_bytes,ratio,preprocess_avg_ms,secondary_compress_avg_ms,total_encode_avg_ms,total_decode_avg_ms,all_verified
"sponza_column_b_diff.dds",1,7,20,miniz,524416,393484,1.332751,405.397,285.879,691.276,185.602,true
"sponza_column_c_diff.dds",1,7,20,miniz,524416,399315,1.313289,22.874,132.450,155.324,196.924,true
"sponza_curtain_diff.dds",1,7,20,miniz,2097280,1510060,1.388872,113.221,447.496,560.717,315.635,true
"sponza_details_diff.dds",1,7,20,miniz,524416,320737,1.635034,434.740,543.837,978.577,123.509,true
"sponza_fabric_green_diff.dds",1,7,20,miniz,524416,325823,1.609512,18.506,257.507,276.014,188.661,true
"sponza_flagpole_diff.dds",1,7,20,miniz,524416,290666,1.804188,45.268,150.930,196.198,628.655,true
"sponza_floor_a_diff.dds",1,7,20,miniz,524416,367043,1.428759,82.391,264.351,346.743,136.110,true
"sponza_roof_diff.dds",1,7,20,miniz,524416,442637,1.184754,16.830,166.773,183.603,137.170,true
"un512.dds",1,7,20,miniz,131200,102630,1.278379,12.080,96.582,108.661,89.836,true
"vase_dif.dds",1,7,20,miniz,524416,383352,1.367975,29.353,158.391,187.744,132.417,true
"vase_hanging.dds",1,7,20,miniz,524416,292126,1.795171,83.447,269.549,352.996,245.726,true
"vase_round.dds",1,7,20,miniz,524416,370773,1.414386,25.081,176.675,201.756,136.968,true
"vector-streets.dds",1,7,20,miniz,32896,7632,4.310273,1.317,98.289,99.606,99.623,true
