file,run,pigz_level,sample_percent,simulation_engine,original_bytes,prepared_bytes,compressed_bytes,scan_method,preprocess_ms,secondary_compress_ms,total_encode_ms,total_decode_ms,verified
"kodim07.dds",1,7,20,libdeflate,196736,196737,131167,Scanline,1.372,51.676,53.048,63.335,true
"kodim08.dds",1,7,20,libdeflate,196736,196737,159148,Scanline,1.632,60.833,62.465,69.808,true
"kodim09.dds",1,7,20,libdeflate,196736,196737,129761,Scanline,1.476,73.364,74.841,68.246,true
"kodim10.dds",1,7,20,libdeflate,196736,196737,137986,Scanline,1.549,68.049,69.599,62.498,true
"kodim11.dds",1,7,20,libdeflate,196736,196737,139869,Scanline,1.253,48.642,49.895,66.156,true
"kodim12.dds",1,7,20,libdeflate,196736,196737,128360,Scanline,1.415,57.142,58.557,63.814,true
"kodim13.dds",1,7,20,libdeflate,196736,196737,161615,Scanline,1.535,51.908,53.443,66.435,true
"kodim14.dds",1,7,20,libdeflate,196736,196737,150781,Scanline,5.654,72.973,78.627,61.593,true
"kodim15.dds",1,7,20,libdeflate,196736,196737,137228,Scanline,1.732,76.818,78.550,72.216,true
"kodim16.dds",1,7,20,libdeflate,196736,196737,126091,Scanline,8.124,55.038,63.162,69.780,true
"kodim17.dds",1,7,20,libdeflate,196736,196737,139617,Scanline,1.237,95.264,96.500,69.928,true
"kodim18.dds",1,7,20,libdeflate,196736,196737,159436,Scanline,1.418,63.830,65.248,75.292,true
"kodim19.dds",1,7,20,libdeflate,196736,196737,139930,Scanline,1.955,74.646,76.601,61.501,true
"kodim20.dds",1,7,20,libdeflate,196736,196737,117601,Scanline,10.600,68.813,79.413,98.441,true
"kodim21.dds",1,7,20,libdeflate,196736,196737,139186,Scanline,3.466,72.656,76.121,61.157,true
"kodim22.dds",1,7,20,libdeflate,196736,196737,154179,Scanline,1.282,61.286,62.569,68.917,true
"kodim23.dds",1,7,20,libdeflate,196736,196737,143749,Scanline,2.109,67.064,69.172,71.858,true
"kodim24.dds",1,7,20,libdeflate,196736,196737,147000,Scanline,1.286,62.932,64.218,55.706,true
"lorikeet.dds",1,7,20,libdeflate,131200,131201,109771,Z-order,6.441,73.020,79.461,59.419,true
"mountains.dds",1,7,20,libdeflate,32896,32897,18322,Z-order,1.260,116.523,117.783,129.766,true
"satellite.dds",1,7,20,libdeflate,32896,32897,27950,Scanline,4.054,57.971,62.026,53.350,true
"small-char.dds",1,7,20,libdeflate,131200,131201,72724,Z-order,2.144,84.178,86.322,54.695,true
"spnza_bricks_a_diff.dds",1,7,20,libdeflate,524416,524417,371725,Scanline,13.483,116.143,129.625,84.089,true
"sponza_arch_diff.dds",1,7,20,libdeflate,524416,524417,294449,Scanline,10.102,135.342,145.443,71.820,true
"sponza_ceiling_a_diff.dds",1,7,20,libdeflate,524416,524417,366949,Z-order,5.519,105.117,110.636,68.278,true
"sponza_column_a_diff.dds",1,7,20,libdeflate,524416,524417,372612,Scanline,8.173,104.237,112.410,73.789,true
"sponza_column_b_diff.dds",1,7,20,libdeflate,524416,524417,393484,Scanline,5.841,97.303,103.144,69.452,true
"sponza_column_c_diff.dds",1,7,20,libdeflate,524416,524417,399315,Scanline,5.338,67.168,72.507,64.358,true
"sponza_curtain_diff.dds",1,7,20,libdeflate,2097280,2097281,1510060,Scanline,27.786,165.243,193.029,86.535,true
"sponza_details_diff.dds",1,7,20,libdeflate,524416,524417,320737,Z-order,6.848,66.752,73.600,70.852,true
"sponza_fabric_green_diff.dds",1,7,20,libdeflate,524416,524417,325823,Scanline,7.353,111.107,118.460,67.004,true
"sponza_flagpole_diff.dds",1,7,20,libdeflate,524416,524417,290666,Z-order,11.831,71.511,83.342,65.252,true
"sponza_floor_a_diff.dds",1,7,20,libdeflate,524416,524417,367043,Scanline,12.692,133.708,146.400,81.783,true
"sponza_roof_diff.dds",1,7,20,libdeflate,524416,524417,442637,Scanline,10.972,115.525,126.497,71.080,true
"un512.dds",1,7,20,libdeflate,131200,131201,102630,Scanline,2.220,67.466,69.686,66.601,true
"vase_dif.dds",1,7,20,libdeflate,524416,524417,383352,Z-order,10.332,72.623,82.954,64.861,true
"vase_hanging.dds",1,7,20,libdeflate,524416,524417,292126,Scanline,6.387,103.080,109.467,67.712,true
"vase_round.dds",1,7,20,libdeflate,524416,524417,370773,Scanline,8.244,88.609,96.854,69.656,true
"vector-streets.dds",1,7,20,libdeflate,32896,32897,7632,Z-order,17.042,40.503,57.545,65.436,true
