file,runs,pigz_level,sample_percent,simulation_engine,original_bytes,compressed_bytes,ratio,preprocess_avg_ms,secondary_compress_avg_ms,total_encode_avg_ms,total_decode_avg_ms,all_verified
"kodim20.dds",1,7,20,miniz,196736,117601,1.672911,2.999,383.637,386.636,786.072,true
"kodim21.dds",1,7,20,miniz,196736,139186,1.413475,1.654,216.579,218.233,362.709,true
"kodim22.dds",1,7,20,miniz,196736,154179,1.276023,44.973,350.262,395.235,199.036,true
"kodim23.dds",1,7,20,miniz,196736,143749,1.368608,8.429,115.728,124.157,154.240,true
"kodim24.dds",1,7,20,miniz,196736,147000,1.338340,3.861,266.364,270.225,315.825,true
"lorikeet.dds",1,7,20,miniz,131200,109771,1.195215,4.391,700.389,704.780,483.811,true
"mountains.dds",1,7,20,miniz,32896,18322,1.795437,4.120,580.361,584.481,502.373,true
"satellite.dds",1,7,20,miniz,32896,27950,1.176959,34.291,206.470,240.761,346.431,true
"small-char.dds",1,7,20,miniz,131200,72724,1.804081,176.561,271.575,448.135,395.168,true
"spnza_bricks_a_diff.dds",1,7,20,miniz,524416,371725,1.410763,83.580,273.091,356.670,269.540,true
"sponza_arch_diff.dds",1,7,20,miniz,524416,294449,1.781008,37.351,264.475,301.826,334.655,true
"sponza_ceiling_a_diff.dds",1,7,20,miniz,524416,366949,1.429125,57.240,166.629,223.868,130.240,true
"sponza_column_a_diff.dds",1,7,20,miniz,524416,372612,1.407405,49.512,331.896,381.408,285.002,true
"sponza_column_b_diff.dds",1,7,20,miniz,524416,393484,1.332751,84.846,565.218,650.064,351.058,true
"sponza_column_c_diff.dds",1,7,20,miniz,524416,399315,1.313289,360.505,386.305,746.810,233.431,true
"sponza_curtain_diff.dds",1,7,20,miniz,2097280,1510060,1.388872,133.462,672.929,806.390,551.102,true
"sponza_details_diff.dds",1,7,20,miniz,524416,320737,1.635034,32.684,338.249,370.933,248.652,true
"sponza_fabric_green_diff.dds",1,7,20,miniz,524416,325823,1.609512,115.772,509.084,624.856,285.009,true
"sponza_flagpole_diff.dds",1,7,20,miniz,524416,290666,1.804188,64.871,150.102,214.973,233.023,true
"sponza_floor_a_diff.dds",1,7,20,miniz,524416,367043,1.428759,72.964,298.576,371.540,253.411,true
"sponza_roof_diff.dds",1,7,20,miniz,524416,442637,1.184754,65.294,152.495,217.789,186.274,true
"un512.dds",1,7,20,miniz,131200,102630,1.278379,132.648,174.609,307.257,193.584,true
"vase_dif.dds",1,7,20,miniz,524416,383352,1.367975,50.620,288.158,338.778,162.625,true
"vase_hanging.dds",1,7,20,miniz,524416,292126,1.795171,35.937,248.352,284.289,412.858,true
"vase_round.dds",1,7,20,miniz,524416,370773,1.414386,112.161,170.484,282.644,200.642,true
"vector-streets.dds",1,7,20,miniz,32896,7632,4.310273,2.141,216.316,218.456,167.048,true
