file,runs,pigz_level,sample_percent,simulation_engine,original_bytes,compressed_bytes,ratio,preprocess_avg_ms,secondary_compress_avg_ms,total_encode_avg_ms,total_decode_avg_ms,all_verified
"kodim22.dds",1,7,20,miniz,196736,154179,1.276023,8.833,134.156,142.989,128.446,true
"kodim23.dds",1,7,20,miniz,196736,143749,1.368608,3.108,127.309,130.418,130.343,true
"kodim24.dds",1,7,20,miniz,196736,147000,1.338340,2.557,118.546,121.103,133.014,true
"lorikeet.dds",1,7,20,miniz,131200,109771,1.195215,168.298,487.608,655.905,212.976,true
"mountains.dds",1,7,20,miniz,32896,18322,1.795437,16.148,335.331,351.479,252.300,true
"satellite.dds",1,7,20,miniz,32896,27950,1.176959,2.613,151.055,153.668,146.725,true
"small-char.dds",1,7,20,miniz,131200,72724,1.804081,14.382,156.560,170.942,199.884,true
"spnza_bricks_a_diff.dds",1,7,20,miniz,524416,371725,1.410763,24.462,225.713,250.175,114.235,true
"sponza_arch_diff.dds",1,7,20,miniz,524416,294449,1.781008,12.890,147.741,160.631,158.304,true
"sponza_ceiling_a_diff.dds",1,7,20,miniz,524416,366949,1.429125,27.255,161.810,189.065,129.176,true
"sponza_column_a_diff.dds",1,7,20,miniz,524416,372612,1.407405,16.117,171.413,187.530,168.898,true
"sponza_column_b_diff.dds",1,7,20,miniz,524416,393484,1.332751,103.572,313.651,417.223,111.283,true
"sponza_column_c_diff.dds",1,7,20,miniz,524416,399315,1.313289,20.639,136.026,156.665,141.616,true
"sponza_curtain_diff.dds",1,7,20,miniz,2097280,1510060,1.388872,101.871,383.208,485.079,191.900,true
"sponza_details_diff.dds",1,7,20,miniz,524416,320737,1.635034,30.743,192.787,223.530,116.182,true
"sponza_fabric_green_diff.dds",1,7,20,miniz,524416,325823,1.609512,38.969,145.798,184.768,146.322,true
"sponza_flagpole_diff.dds",1,7,20,miniz,524416,290666,1.804188,26.607,165.591,192.198,161.019,true
"sponza_floor_a_diff.dds",1,7,20,miniz,524416,367043,1.428759,44.453,190.799,235.252,146.472,true
"sponza_roof_diff.dds",1,7,20,miniz,524416,442637,1.184754,35.424,185.184,220.608,167.382,true
"un512.dds",1,7,20,miniz,131200,102630,1.278379,13.056,153.096,166.152,110.323,true
"vase_dif.dds",1,7,20,miniz,524416,383352,1.367975,26.672,161.868,188.540,133.310,true
"vase_hanging.dds",1,7,20,miniz,524416,292126,1.795171,17.289,151.781,169.070,112.063,true
"vase_round.dds",1,7,20,miniz,524416,370773,1.414386,16.874,113.320,130.194,172.626,true
"vector-streets.dds",1,7,20,miniz,32896,7632,4.310273,163.680,202.391,366.070,154.691,true
