file,run,pigz_level,sample_percent,simulation_engine,original_bytes,prepared_bytes,compressed_bytes,scan_method,preprocess_ms,secondary_compress_ms,total_encode_ms,total_decode_ms,verified
"background.dds",1,7,20,libdeflate,524416,524417,288362,Scanline,215.376,409.894,625.270,718.390,true
"big-char.dds",1,7,20,libdeflate,524416,524417,364356,Z-order,58.214,331.140,389.354,346.993,true
"bricks.dds",1,7,20,libdeflate,32896,32897,26975,Scanline,72.576,529.758,602.334,1236.765,true
"iscv2_u1_v1.dds",1,7,20,libdeflate,33554560,33554561,11783604,Z-order,1297.021,3652.764,4949.785,2118.500,true
"iscv2_u1_v2.dds",1,7,20,libdeflate,33554560,33554561,9648326,Z-order,1012.980,3886.059,4899.039,1164.655,true
"iscv2_u2_v1.dds",1,7,20,libdeflate,33554560,33554561,9831124,Z-order,1006.293,3242.895,4249.188,1304.478,true
"iscv2_u2_v2.dds",1,7,20,libdeflate,33554560,33554561,1116122,Z-order,586.147,2092.143,2678.290,941.458,true
"iscv2_u2_v4.dds",1,7,20,libdeflate,33554560,33554561,3716565,Z-order,1019.432,1636.379,2655.811,1833.970,true
"iscv2_u3_v1.dds",1,7,20,libdeflate,33554560,33554561,10284166,Z-order,1148.884,3678.486,4827.369,1522.526,true
"iscv2_u4_v1.dds",1,7,20,libdeflate,33554560,33554561,10881787,Z-order,2441.131,3234.131,5675.263,1128.792,true
"kodim01.dds",1,7,20,libdeflate,196736,196737,146292,Scanline,12.226,128.220,140.446,137.540,true
"kodim02.dds",1,7,20,libdeflate,196736,196737,133761,Scanline,8.583,133.600,142.182,112.996,true
"kodim03.dds",1,7,20,libdeflate,196736,196737,124642,Scanline,1.578,156.747,158.325,107.588,true
"kodim04.dds",1,7,20,libdeflate,196736,196737,143276,Scanline,1.818,114.513,116.331,104.788,true
"kodim05.dds",1,7,20,libdeflate,196736,196737,159598,Scanline,1.601,120.473,122.074,117.507,true
"kodim06.dds",1,7,20,libdeflate,196736,196737,136318,Scanline,8.137,143.056,151.194,110.776,true
"kodim07.dds",1,7,20,libdeflate,196736,196737,131167,Scanline,1.550,114.668,116.218,87.338,true
"kodim08.dds",1,7,20,libdeflate,196736,196737,159148,Scanline,1.863,132.342,134.205,464.777,true
"kodim09.dds",1,7,20,libdeflate,196736,196737,129761,Scanline,1.656,86.863,88.519,199.588,true
"kodim10.dds",1,7,20,libdeflate,196736,196737,137986,Scanline,2.593,143.599,146.192,118.867,true
"kodim11.dds",1,7,20,libdeflate,196736,196737,139869,Scanline,2.072,239.628,241.701,165.119,true
"kodim12.dds",1,7,20,libdeflate,196736,196737,128360,Scanline,1.705,163.516,165.221,117.014,true
"kodim13.dds",1,7,20,libdeflate,196736,196737,161615,Scanline,2.526,146.855,149.381,136.387,true
"kodim14.dds",1,7,20,libdeflate,196736,196737,150781,Scanline,2.292,90.602,92.894,129.597,true
"kodim15.dds",1,7,20,libdeflate,196736,196737,137228,Scanline,3.521,164.507,168.028,138.043,true
"kodim16.dds",1,7,20,libdeflate,196736,196737,126091,Scanline,15.755,135.024,150.779,161.537,true
"kodim17.dds",1,7,20,libdeflate,196736,196737,139617,Scanline,3.090,148.094,151.184,127.608,true
"kodim18.dds",1,7,20,libdeflate,196736,196737,159436,Scanline,2.085,147.226,149.311,140.986,true
"kodim19.dds",1,7,20,libdeflate,196736,196737,139930,Scanline,1.892,343.527,345.419,155.215,true
"kodim20.dds",1,7,20,libdeflate,196736,196737,117601,Scanline,3.373,141.152,144.525,115.250,true
"kodim21.dds",1,7,20,libdeflate,196736,196737,139186,Scanline,2.579,848.316,850.895,182.821,true
"kodim22.dds",1,7,20,libdeflate,196736,196737,154179,Scanline,26.843,202.675,229.519,210.702,true
"kodim23.dds",1,7,20,libdeflate,196736,196737,143749,Scanline,1.938,194.595,196.533,139.993,true
"kodim24.dds",1,7,20,libdeflate,196736,196737,147000,Scanline,1.735,162.965,164.700,152.954,true
"lorikeet.dds",1,7,20,libdeflate,131200,131201,109771,Z-order,6.698,120.566,127.263,200.487,true
"mountains.dds",1,7,20,libdeflate,32896,32897,18322,Z-order,1.767,296.751,298.518,239.438,true
"satellite.dds",1,7,20,libdeflate,32896,32897,27950,Scanline,3.091,182.931,186.022,166.567,true
"small-char.dds",1,7,20,libdeflate,131200,131201,72724,Z-order,65.391,264.082,329.473,222.529,true
"spnza_bricks_a_diff.dds",1,7,20,libdeflate,524416,524417,371725,Scanline,17.748,252.225,269.974,199.933,true
"sponza_arch_diff.dds",1,7,20,libdeflate,524416,524417,294449,Scanline,23.751,144.928,168.679,136.475,true
"sponza_ceiling_a_diff.dds",1,7,20,libdeflate,524416,524417,366949,Z-order,31.472,237.113,268.586,167.549,true
"sponza_column_a_diff.dds",1,7,20,libdeflate,524416,524417,372612,Scanline,40.808,192.784,233.592,200.148,true
"sponza_column_b_diff.dds",1,7,20,libdeflate,524416,524417,393484,Scanline,303.113,764.030,1067.143,259.483,true
"sponza_column_c_diff.dds",1,7,20,libdeflate,524416,524417,399315,Scanline,18.589,239.143,257.732,210.870,true
"sponza_curtain_diff.dds",1,7,20,libdeflate,2097280,2097281,1510060,Scanline,53.350,468.775,522.125,202.183,true
"sponza_details_diff.dds",1,7,20,libdeflate,524416,524417,320737,Z-order,21.480,131.792,153.272,164.075,true
"sponza_fabric_green_diff.dds",1,7,20,libdeflate,524416,524417,325823,Scanline,18.432,250.202,268.633,230.903,true
"sponza_flagpole_diff.dds",1,7,20,libdeflate,524416,524417,290666,Z-order,16.500,479.002,495.502,275.563,true
"sponza_floor_a_diff.dds",1,7,20,libdeflate,524416,524417,367043,Scanline,29.086,465.905,494.992,168.777,true
"sponza_roof_diff.dds",1,7,20,libdeflate,524416,524417,442637,Scanline,12.166,118.549,130.715,185.007,true
"un512.dds",1,7,20,libdeflate,131200,131201,102630,Scanline,29.719,200.547,230.266,102.686,true
"vase_dif.dds",1,7,20,libdeflate,524416,524417,383352,Z-order,55.326,165.163,220.489,146.385,true
"vase_hanging.dds",1,7,20,libdeflate,524416,524417,292126,Scanline,12.274,187.831,200.106,219.558,true
"vase_round.dds",1,7,20,libdeflate,524416,524417,370773,Scanline,50.834,262.361,313.195,105.226,true
"vector-streets.dds",1,7,20,libdeflate,32896,32897,7632,Z-order,1.726,160.524,162.250,96.298,true
