file,runs,pigz_level,sample_percent,simulation_engine,original_bytes,compressed_bytes,ratio,preprocess_avg_ms,secondary_compress_avg_ms,total_encode_avg_ms,total_decode_avg_ms,all_verified
"background.dds",1,7,20,miniz,524416,288362,1.818603,92.132,348.061,440.193,432.906,true
"big-char.dds",1,7,20,miniz,524416,364356,1.439296,42.327,460.116,502.443,630.119,true
"bricks.dds",1,7,20,miniz,32896,27026,1.217198,335.253,732.048,1067.301,293.055,true
"iscv2_u1_v1.dds",1,7,20,miniz,33554560,11783604,2.847563,1980.394,4265.519,6245.913,1310.891,true
"iscv2_u1_v2.dds",1,7,20,miniz,33554560,9648326,3.477760,1462.377,3541.658,5004.035,1194.803,true
"iscv2_u2_v1.dds",1,7,20,miniz,33554560,9831124,3.413095,1315.213,2920.249,4235.462,1033.130,true
"iscv2_u2_v2.dds",1,7,20,miniz,33554560,1116122,30.063524,909.812,824.903,1734.715,1031.861,true
"iscv2_u2_v4.dds",1,7,20,miniz,33554560,3716565,9.028380,1654.673,2007.336,3662.009,1152.893,true
"iscv2_u3_v1.dds",1,7,20,miniz,33554560,10284166,3.262740,2343.193,2697.921,5041.114,866.493,true
"iscv2_u4_v1.dds",1,7,20,miniz,33554560,10881787,3.083552,724.035,1226.806,1950.841,2370.010,true
"kodim01.dds",1,7,20,miniz,196736,146292,1.344817,237.606,4627.195,4864.801,6534.652,true
"kodim02.dds",1,7,20,miniz,196736,133761,1.470802,70.006,656.043,726.049,405.909,true
"kodim03.dds",1,7,20,miniz,196736,124642,1.578409,1.488,146.928,148.416,105.733,true
"kodim04.dds",1,7,20,miniz,196736,143276,1.373126,1.595,632.054,633.649,352.270,true
"kodim05.dds",1,7,20,miniz,196736,159598,1.232697,6.022,102.880,108.902,180.247,true
"kodim06.dds",1,7,20,miniz,196736,136318,1.443214,27.245,161.980,189.224,60.188,true
"kodim07.dds",1,7,20,miniz,196736,131167,1.499889,1.612,101.211,102.823,86.287,true
"kodim08.dds",1,7,20,miniz,196736,159148,1.236183,1.754,86.213,87.968,100.820,true
"kodim09.dds",1,7,20,miniz,196736,129761,1.516141,9.804,65.763,75.567,73.844,true
"kodim10.dds",1,7,20,miniz,196736,137986,1.425768,1.911,111.255,113.167,75.338,true
"kodim11.dds",1,7,20,miniz,196736,139869,1.406573,1.357,68.042,69.399,119.022,true
"kodim12.dds",1,7,20,miniz,196736,128360,1.532689,1.381,87.989,89.370,95.767,true
"kodim13.dds",1,7,20,miniz,196736,161615,1.217313,1.396,90.977,92.373,64.185,true
"kodim14.dds",1,7,20,miniz,196736,150781,1.304780,4.291,139.604,143.895,62.197,true
"kodim15.dds",1,7,20,miniz,196736,137228,1.433643,1.368,147.614,148.981,106.735,true
"kodim16.dds",1,7,20,miniz,196736,126091,1.560270,1.502,171.007,172.509,96.833,true
"kodim17.dds",1,7,20,miniz,196736,139617,1.409112,2.033,104.318,106.351,84.600,true
"kodim18.dds",1,7,20,miniz,196736,159436,1.233950,1.503,78.796,80.299,87.395,true
"kodim19.dds",1,7,20,miniz,196736,139930,1.405960,1.575,61.641,63.216,57.992,true
"kodim20.dds",1,7,20,miniz,196736,117601,1.672911,1.478,53.365,54.843,161.596,true
"kodim21.dds",1,7,20,miniz,196736,139186,1.413475,12.280,96.082,108.363,105.867,true
"kodim22.dds",1,7,20,miniz,196736,154179,1.276023,12.099,87.682,99.781,98.803,true
"kodim23.dds",1,7,20,miniz,196736,143749,1.368608,1.440,75.909,77.349,61.055,true
"kodim24.dds",1,7,20,miniz,196736,147000,1.338340,1.474,163.605,165.079,102.365,true
"lorikeet.dds",1,7,20,miniz,131200,109771,1.195215,4.255,115.730,119.984,70.501,true
"mountains.dds",1,7,20,miniz,32896,18322,1.795437,1.226,218.153,219.378,170.056,true
"satellite.dds",1,7,20,miniz,32896,27950,1.176959,1.877,78.276,80.152,73.445,true
"small-char.dds",1,7,20,miniz,131200,72724,1.804081,4.774,114.572,119.346,62.714,true
