file,sample_percent,run,selected_method,original_bytes,compressed_bytes,compressed_percent,preprocess_ms,secondary_ms,total_encode_ms,total_decode_ms,verified
"sponza_curtain_diff.dds",100,2,Z-order,2097280,1512618,72.122845,188.528,153.249,341.778,86.400,true
"sponza_curtain_diff.dds",10,3,Scanline,2097280,1510060,72.000877,29.162,136.756,165.918,83.228,true
"sponza_curtain_diff.dds",100,3,Z-order,2097280,1512618,72.122845,182.260,160.549,342.809,83.254,true
"sponza_curtain_diff.dds",20,3,Scanline,2097280,1510060,72.000877,44.432,158.406,202.838,85.633,true
"sponza_curtain_diff.dds",100,4,Z-order,2097280,1512618,72.122845,177.362,160.324,337.686,84.248,true
"sponza_curtain_diff.dds",20,4,Scanline,2097280,1510060,72.000877,45.740,184.604,230.344,87.271,true
"sponza_curtain_diff.dds",10,4,Scanline,2097280,1510060,72.000877,27.564,178.838,206.402,84.750,true
"sponza_curtain_diff.dds",20,5,Scanline,2097280,1510060,72.000877,44.623,160.015,204.638,86.767,true
"sponza_curtain_diff.dds",10,5,Scanline,2097280,1510060,72.000877,25.474,155.804,181.277,84.090,true
"sponza_curtain_diff.dds",100,5,Z-order,2097280,1512618,72.122845,171.169,142.363,313.532,83.620,true
"sponza_details_diff.dds",20,1,Z-order,524416,320737,61.160796,10.975,92.759,103.734,56.835,true
"sponza_details_diff.dds",10,1,Z-order,524416,320737,61.160796,7.072,85.416,92.488,57.460,true
"sponza_details_diff.dds",100,1,Z-order,524416,320737,61.160796,40.583,60.323,100.906,57.339,true
"sponza_details_diff.dds",10,2,Z-order,524416,320737,61.160796,5.562,62.338,67.900,57.389,true
"sponza_details_diff.dds",100,2,Z-order,524416,320737,61.160796,33.925,74.634,108.560,65.073,true
"sponza_details_diff.dds",20,2,Z-order,524416,320737,61.160796,8.106,82.095,90.201,71.883,true
"sponza_details_diff.dds",100,3,Z-order,524416,320737,61.160796,53.129,116.048,169.178,97.543,true
"sponza_details_diff.dds",20,3,Z-order,524416,320737,61.160796,27.080,77.906,104.986,66.487,true
"sponza_details_diff.dds",10,3,Z-order,524416,320737,61.160796,4.766,77.452,82.219,55.719,true
"sponza_details_diff.dds",20,4,Z-order,524416,320737,61.160796,10.058,67.366,77.424,64.529,true
"sponza_details_diff.dds",10,4,Z-order,524416,320737,61.160796,5.372,94.681,100.053,60.292,true
"sponza_details_diff.dds",100,4,Z-order,524416,320737,61.160796,33.887,64.357,98.244,72.256,true
"sponza_details_diff.dds",10,5,Z-order,524416,320737,61.160796,7.510,91.430,98.941,61.770,true
"sponza_details_diff.dds",100,5,Z-order,524416,320737,61.160796,38.200,84.303,122.502,59.006,true
"sponza_details_diff.dds",20,5,Z-order,524416,320737,61.160796,8.679,76.156,84.835,67.568,true
"sponza_fabric_green_diff.dds",10,1,Scanline,524416,325823,62.130637,9.954,102.321,112.274,65.437,true
"sponza_fabric_green_diff.dds",100,1,Scanline,524416,325823,62.130637,58.151,102.355,160.506,63.541,true
"sponza_fabric_green_diff.dds",20,1,Scanline,524416,325823,62.130637,11.708,98.438,110.147,55.871,true
"sponza_fabric_green_diff.dds",100,2,Scanline,524416,325823,62.130637,47.282,93.595,140.877,55.639,true
"sponza_fabric_green_diff.dds",20,2,Scanline,524416,325823,62.130637,9.851,77.362,87.213,57.652,true
"sponza_fabric_green_diff.dds",10,2,Scanline,524416,325823,62.130637,7.249,93.847,101.096,57.505,true
"sponza_fabric_green_diff.dds",20,3,Scanline,524416,325823,62.130637,12.775,80.757,93.531,60.531,true
"sponza_fabric_green_diff.dds",10,3,Scanline,524416,325823,62.130637,5.218,93.803,99.021,57.397,true
"sponza_fabric_green_diff.dds",100,3,Scanline,524416,325823,62.130637,40.638,94.895,135.534,67.704,true
"sponza_fabric_green_diff.dds",10,4,Scanline,524416,325823,62.130637,10.153,104.019,114.172,56.285,true
"sponza_fabric_green_diff.dds",100,4,Scanline,524416,325823,62.130637,39.658,96.890,136.548,54.651,true
"sponza_fabric_green_diff.dds",20,4,Scanline,524416,325823,62.130637,8.261,100.647,108.909,60.442,true
"sponza_fabric_green_diff.dds",100,5,Scanline,524416,325823,62.130637,44.463,91.016,135.479,59.605,true
"sponza_fabric_green_diff.dds",20,5,Scanline,524416,325823,62.130637,11.973,96.487,108.459,70.383,true
"sponza_fabric_green_diff.dds",10,5,Scanline,524416,325823,62.130637,7.104,102.345,109.449,58.159,true
"sponza_flagpole_diff.dds",100,1,Z-order,524416,290666,55.426608,30.758,88.174,118.931,91.183,true
"sponza_flagpole_diff.dds",20,1,Z-order,524416,290666,55.426608,16.014,112.657,128.670,78.800,true
"sponza_flagpole_diff.dds",10,1,Z-order,524416,290666,55.426608,5.117,63.111,68.228,75.871,true
"sponza_flagpole_diff.dds",20,2,Z-order,524416,290666,55.426608,7.107,78.814,85.921,86.947,true
"sponza_flagpole_diff.dds",10,2,Z-order,524416,290666,55.426608,4.549,64.343,68.892,68.788,true
"sponza_flagpole_diff.dds",100,2,Z-order,524416,290666,55.426608,55.507,92.526,148.033,84.917,true
"sponza_flagpole_diff.dds",10,3,Z-order,524416,290666,55.426608,4.877,101.176,106.053,82.046,true
"sponza_flagpole_diff.dds",100,3,Z-order,524416,290666,55.426608,45.549,83.082,128.631,68.047,true
"sponza_flagpole_diff.dds",20,3,Z-order,524416,290666,55.426608,16.574,76.449,93.022,64.731,true
"sponza_flagpole_diff.dds",100,4,Z-order,524416,290666,55.426608,38.150,91.287,129.438,69.415,true
"sponza_flagpole_diff.dds",20,4,Z-order,524416,290666,55.426608,13.548,90.109,103.656,76.315,true
"sponza_flagpole_diff.dds",10,4,Z-order,524416,290666,55.426608,4.435,84.230,88.665,66.526,true
"sponza_flagpole_diff.dds",20,5,Z-order,524416,290666,55.426608,10.634,66.219,76.852,56.573,true
"sponza_flagpole_diff.dds",10,5,Z-order,524416,290666,55.426608,4.566,67.907,72.472,60.966,true
"sponza_flagpole_diff.dds",100,5,Z-order,524416,290666,55.426608,30.172,51.639,81.811,60.020,true
"sponza_floor_a_diff.dds",20,1,Scanline,524416,367043,69.990809,7.511,60.297,67.808,60.483,true
"sponza_floor_a_diff.dds",10,1,Scanline,524416,367043,69.990809,14.519,66.587,81.106,64.479,true
"sponza_floor_a_diff.dds",100,1,Scanline,524416,367043,69.990809,35.613,82.718,118.331,57.232,true
"sponza_floor_a_diff.dds",10,2,Scanline,524416,367043,69.990809,5.052,58.585,63.637,59.894,true
"sponza_floor_a_diff.dds",100,2,Scanline,524416,367043,69.990809,35.976,81.538,117.514,58.840,true
"sponza_floor_a_diff.dds",20,2,Scanline,524416,367043,69.990809,11.430,74.690,86.120,57.055,true
"sponza_floor_a_diff.dds",100,3,Scanline,524416,367043,69.990809,36.582,83.703,120.285,57.076,true
"sponza_floor_a_diff.dds",20,3,Scanline,524416,367043,69.990809,7.699,69.796,77.496,59.153,true
"sponza_floor_a_diff.dds",10,3,Scanline,524416,367043,69.990809,7.764,82.450,90.214,57.040,true
"sponza_floor_a_diff.dds",20,4,Scanline,524416,367043,69.990809,10.669,89.288,99.958,58.821,true
"sponza_floor_a_diff.dds",10,4,Scanline,524416,367043,69.990809,4.854,62.851,67.705,57.485,true
"sponza_floor_a_diff.dds",100,4,Scanline,524416,367043,69.990809,36.506,62.362,98.868,63.187,true
"sponza_floor_a_diff.dds",10,5,Scanline,524416,367043,69.990809,5.904,68.968,74.872,63.890,true
"sponza_floor_a_diff.dds",100,5,Scanline,524416,367043,69.990809,38.370,79.165,117.536,66.450,true
"sponza_floor_a_diff.dds",20,5,Scanline,524416,367043,69.990809,11.368,84.302,95.670,59.769,true
"sponza_roof_diff.dds",10,1,Scanline,524416,442637,84.405701,4.821,75.856,80.677,67.247,true
"sponza_roof_diff.dds",100,1,Scanline,524416,442637,84.405701,34.475,80.431,114.906,64.807,true
"sponza_roof_diff.dds",20,1,Scanline,524416,442637,84.405701,11.597,73.569,85.166,62.812,true
"sponza_roof_diff.dds",100,2,Scanline,524416,442637,84.405701,32.367,74.173,106.540,75.013,true
"sponza_roof_diff.dds",20,2,Scanline,524416,442637,84.405701,11.126,105.533,116.658,138.207,true
"sponza_roof_diff.dds",10,2,Scanline,524416,442637,84.405701,9.831,76.802,86.634,66.017,true
"sponza_roof_diff.dds",20,3,Scanline,524416,442637,84.405701,6.859,49.877,56.735,58.662,true
"sponza_roof_diff.dds",10,3,Scanline,524416,442637,84.405701,4.818,82.118,86.936,62.530,true
"sponza_roof_diff.dds",100,3,Scanline,524416,442637,84.405701,32.069,65.225,97.295,68.883,true
"sponza_roof_diff.dds",10,4,Scanline,524416,442637,84.405701,4.659,58.071,62.730,61.655,true
"sponza_roof_diff.dds",100,4,Scanline,524416,442637,84.405701,34.944,53.319,88.263,56.677,true
"sponza_roof_diff.dds",20,4,Scanline,524416,442637,84.405701,10.463,54.492,64.955,54.048,true
"sponza_roof_diff.dds",100,5,Scanline,524416,442637,84.405701,32.620,70.895,103.515,56.505,true
"sponza_roof_diff.dds",20,5,Scanline,524416,442637,84.405701,7.399,73.471,80.870,73.957,true
"sponza_roof_diff.dds",10,5,Scanline,524416,442637,84.405701,8.194,124.161,132.355,117.041,true
"un512.dds",100,1,Scanline,131200,102630,78.224085,57.327,162.864,220.192,230.150,true
"un512.dds",20,1,Scanline,131200,102630,78.224085,4.008,221.389,225.397,80.043,true
"un512.dds",10,1,Z-order,131200,102890,78.422256,15.528,91.579,107.107,78.201,true
"un512.dds",20,2,Scanline,131200,102630,78.224085,7.950,141.421,149.371,93.581,true
"un512.dds",10,2,Z-order,131200,102890,78.422256,1.540,123.736,125.276,185.910,true
"un512.dds",100,2,Scanline,131200,102630,78.224085,12.828,82.217,95.045,57.876,true
"un512.dds",10,3,Z-order,131200,102890,78.422256,1.452,53.208,54.660,64.127,true
"un512.dds",100,3,Scanline,131200,102630,78.224085,11.370,54.034,65.404,66.195,true
"un512.dds",20,3,Scanline,131200,102630,78.224085,6.211,67.559,73.770,68.377,true
"un512.dds",100,4,Scanline,131200,102630,78.224085,10.830,69.543,80.373,56.980,true
"un512.dds",20,4,Scanline,131200,102630,78.224085,2.301,74.639,76.940,57.152,true
"un512.dds",10,4,Z-order,131200,102890,78.422256,1.440,77.636,79.077,53.536,true
"un512.dds",20,5,Scanline,131200,102630,78.224085,5.625,50.383,56.008,59.765,true
"un512.dds",10,5,Z-order,131200,102890,78.422256,2.617,76.325,78.942,55.942,true
"un512.dds",100,5,Scanline,131200,102630,78.224085,9.373,70.973,80.346,63.024,true
"vase_dif.dds",20,1,Z-order,524416,383352,73.100744,6.895,63.194,70.089,59.137,true
"vase_dif.dds",10,1,Scanline,524416,381478,72.743395,5.039,64.252,69.291,63.363,true
"vase_dif.dds",100,1,Z-order,524416,383352,73.100744,36.424,87.435,123.859,59.234,true
"vase_dif.dds",10,2,Scanline,524416,381478,72.743395,5.951,79.815,85.766,64.698,true
"vase_dif.dds",100,2,Z-order,524416,383352,73.100744,47.373,72.217,119.590,63.340,true
"vase_dif.dds",20,2,Z-order,524416,383352,73.100744,10.244,53.130,63.374,62.442,true
"vase_dif.dds",100,3,Z-order,524416,383352,73.100744,33.128,53.761,86.889,60.660,true
"vase_dif.dds",20,3,Z-order,524416,383352,73.100744,9.994,78.792,88.786,69.390,true
"vase_dif.dds",10,3,Scanline,524416,381478,72.743395,4.730,76.235,80.965,59.278,true
"vase_dif.dds",20,4,Z-order,524416,383352,73.100744,8.185,57.235,65.420,67.091,true
"vase_dif.dds",10,4,Scanline,524416,381478,72.743395,4.754,60.287,65.041,68.643,true
"vase_dif.dds",100,4,Z-order,524416,383352,73.100744,32.221,86.228,118.448,61.864,true
"vase_dif.dds",10,5,Scanline,524416,381478,72.743395,8.153,82.396,90.549,60.165,true
"vase_dif.dds",100,5,Z-order,524416,383352,73.100744,32.380,64.784,97.165,71.167,true
"vase_dif.dds",20,5,Z-order,524416,383352,73.100744,10.887,83.997,94.884,68.936,true
"vase_hanging.dds",10,1,Scanline,524416,292126,55.705013,9.012,84.559,93.572,68.184,true
"vase_hanging.dds",100,1,Scanline,524416,292126,55.705013,45.009,101.976,146.985,76.491,true
"vase_hanging.dds",20,1,Scanline,524416,292126,55.705013,13.898,100.454,114.352,68.854,true
"vase_hanging.dds",100,2,Scanline,524416,292126,55.705013,45.252,97.724,142.976,67.853,true
"vase_hanging.dds",20,2,Scanline,524416,292126,55.705013,13.228,85.486,98.714,60.858,true
"vase_hanging.dds",10,2,Scanline,524416,292126,55.705013,5.727,98.734,104.461,60.029,true
"vase_hanging.dds",20,3,Scanline,524416,292126,55.705013,12.814,95.493,108.307,59.495,true
"vase_hanging.dds",10,3,Scanline,524416,292126,55.705013,5.317,71.340,76.656,62.770,true
"vase_hanging.dds",100,3,Scanline,524416,292126,55.705013,42.239,70.700,112.939,61.749,true
"vase_hanging.dds",10,4,Scanline,524416,292126,55.705013,5.107,74.211,79.318,79.892,true
"vase_hanging.dds",100,4,Scanline,524416,292126,55.705013,38.960,67.807,106.767,92.363,true
"vase_hanging.dds",20,4,Scanline,524416,292126,55.705013,15.426,77.056,92.482,62.644,true
"vase_hanging.dds",100,5,Scanline,524416,292126,55.705013,42.128,75.672,117.800,82.924,true
"vase_hanging.dds",20,5,Scanline,524416,292126,55.705013,12.140,104.637,116.777,63.121,true
"vase_hanging.dds",10,5,Scanline,524416,292126,55.705013,8.315,94.526,102.841,64.505,true
"vase_round.dds",100,1,Scanline,524416,370773,70.702076,32.774,78.421,111.195,65.093,true
"vase_round.dds",20,1,Scanline,524416,370773,70.702076,14.048,97.977,112.025,71.117,true
"vase_round.dds",10,1,Scanline,524416,370773,70.702076,5.470,176.622,182.091,58.835,true
"vase_round.dds",20,2,Scanline,524416,370773,70.702076,9.151,80.586,89.737,57.823,true
"vase_round.dds",10,2,Scanline,524416,370773,70.702076,4.996,49.925,54.921,55.205,true
"vase_round.dds",100,2,Scanline,524416,370773,70.702076,36.676,72.203,108.879,60.585,true
"vase_round.dds",10,3,Scanline,524416,370773,70.702076,7.373,58.575,65.949,67.227,true
"vase_round.dds",100,3,Scanline,524416,370773,70.702076,37.313,54.972,92.286,76.703,true
"vase_round.dds",20,3,Scanline,524416,370773,70.702076,10.377,76.623,87.000,65.737,true
"vase_round.dds",100,4,Scanline,524416,370773,70.702076,42.175,59.443,101.618,60.872,true
"vase_round.dds",20,4,Scanline,524416,370773,70.702076,7.647,89.588,97.234,58.404,true
"vase_round.dds",10,4,Scanline,524416,370773,70.702076,4.850,145.624,150.474,57.348,true
"vase_round.dds",20,5,Scanline,524416,370773,70.702076,11.487,88.381,99.868,61.176,true
"vase_round.dds",10,5,Scanline,524416,370773,70.702076,10.179,68.766,78.945,59.803,true
"vase_round.dds",100,5,Scanline,524416,370773,70.702076,35.902,69.138,105.039,63.999,true
"vector-streets.dds",20,1,Z-order,32896,7632,23.200389,3.730,68.079,71.809,55.148,true
"vector-streets.dds",10,1,Z-order,32896,7632,23.200389,1.061,44.931,45.992,50.335,true
"vector-streets.dds",100,1,Scanline,32896,7340,22.312743,1.526,73.654,75.180,54.239,true
"vector-streets.dds",10,2,Z-order,32896,7632,23.200389,0.908,57.820,58.728,50.744,true
"vector-streets.dds",100,2,Scanline,32896,7340,22.312743,1.499,245.133,246.632,285.381,true
"vector-streets.dds",20,2,Z-order,32896,7632,23.200389,27.625,203.304,230.929,85.046,true
"vector-streets.dds",100,3,Scanline,32896,7340,22.312743,1.993,48.851,50.844,56.829,true
"vector-streets.dds",20,3,Z-order,32896,7632,23.200389,0.885,60.409,61.294,69.236,true
"vector-streets.dds",10,3,Z-order,32896,7632,23.200389,0.893,39.490,40.383,59.977,true
"vector-streets.dds",20,4,Z-order,32896,7632,23.200389,1.627,79.650,81.277,70.462,true
"vector-streets.dds",10,4,Z-order,32896,7632,23.200389,0.966,59.918,60.885,82.384,true
"vector-streets.dds",100,4,Scanline,32896,7340,22.312743,24.103,91.535,115.639,63.404,true
"vector-streets.dds",10,5,Z-order,32896,7632,23.200389,1.151,52.172,53.323,69.938,true
"vector-streets.dds",100,5,Scanline,32896,7340,22.312743,1.427,59.367,60.794,55.900,true
"vector-streets.dds",20,5,Z-order,32896,7632,23.200389,4.222,43.170,47.392,73.027,true
