file,sample_percent,run,selected_method,original_bytes,compressed_bytes,compressed_percent,preprocess_ms,secondary_ms,total_encode_ms,total_decode_ms,verified
"background.dds",20,1,Scanline,524416,288362,54.987262,65.828,447.490,513.318,421.826,true
"background.dds",10,1,Z-order,524416,292891,55.850889,63.290,266.735,330.024,251.692,true
"background.dds",100,1,Scanline,524416,288362,54.987262,148.718,279.030,427.747,137.475,true
"background.dds",10,2,Z-order,524416,292891,55.850889,39.787,378.212,418.000,501.108,true
"background.dds",100,2,Scanline,524416,288362,54.987262,69.924,340.264,410.189,329.294,true
"background.dds",20,2,Scanline,524416,288362,54.987262,11.615,237.944,249.560,1116.154,true
"background.dds",100,3,Scanline,524416,288362,54.987262,99.855,203.980,303.835,478.628,true
"background.dds",20,3,Scanline,524416,288362,54.987262,174.875,211.055,385.930,568.214,true
"background.dds",10,3,Z-order,524416,292891,55.850889,154.656,383.305,537.961,331.120,true
"background.dds",20,4,Scanline,524416,288362,54.987262,74.071,161.549,235.620,99.880,true
"background.dds",10,4,Z-order,524416,292891,55.850889,13.604,195.816,209.420,258.870,true
"background.dds",100,4,Scanline,524416,288362,54.987262,109.840,182.464,292.305,98.178,true
"background.dds",10,5,Z-order,524416,292891,55.850889,8.466,362.056,370.522,647.967,true
"background.dds",100,5,Scanline,524416,288362,54.987262,180.670,192.496,373.167,426.627,true
"background.dds",20,5,Scanline,524416,288362,54.987262,101.511,703.611,805.122,1277.928,true
"big-char.dds",10,1,Z-order,524416,364356,69.478429,46.570,350.517,397.087,188.107,true
"big-char.dds",100,1,Z-order,524416,364356,69.478429,148.709,191.196,339.905,263.435,true
"big-char.dds",20,1,Z-order,524416,364356,69.478429,82.950,308.693,391.643,387.926,true
"big-char.dds",100,2,Z-order,524416,364356,69.478429,71.904,212.929,284.833,389.575,true
"big-char.dds",20,2,Z-order,524416,364356,69.478429,112.745,234.897,347.642,165.316,true
"big-char.dds",10,2,Z-order,524416,364356,69.478429,27.718,146.339,174.058,170.220,true
"big-char.dds",20,3,Z-order,524416,364356,69.478429,25.128,439.060,464.187,663.001,true
"big-char.dds",10,3,Z-order,524416,364356,69.478429,102.140,399.577,501.718,269.780,true
"big-char.dds",100,3,Z-order,524416,364356,69.478429,240.568,465.512,706.080,643.677,true
"big-char.dds",10,4,Z-order,524416,364356,69.478429,21.619,311.177,332.795,544.681,true
"big-char.dds",100,4,Z-order,524416,364356,69.478429,193.529,413.633,607.163,143.406,true
"big-char.dds",20,4,Z-order,524416,364356,69.478429,29.413,136.851,166.263,502.550,true
"big-char.dds",100,5,Z-order,524416,364356,69.478429,103.743,327.015,430.759,352.404,true
"big-char.dds",20,5,Z-order,524416,364356,69.478429,59.552,316.349,375.901,241.445,true
"big-char.dds",10,5,Z-order,524416,364356,69.478429,38.049,304.607,342.656,447.861,true
"bricks.dds",100,1,Scanline,32896,26975,82.000851,29.705,130.595,160.300,104.417,true
"bricks.dds",20,1,Z-order,32896,27026,82.155885,1.909,292.544,294.454,1008.245,true
"bricks.dds",10,1,Z-order,32896,27026,82.155885,121.886,268.379,390.265,408.487,true
"bricks.dds",20,2,Z-order,32896,27026,82.155885,77.181,251.535,328.716,695.348,true
"bricks.dds",10,2,Z-order,32896,27026,82.155885,1.324,116.744,118.069,189.042,true
"bricks.dds",100,2,Scanline,32896,26975,82.000851,54.991,448.327,503.318,293.002,true
"bricks.dds",10,3,Z-order,32896,27026,82.155885,9.234,269.129,278.362,231.087,true
"bricks.dds",100,3,Scanline,32896,26975,82.000851,160.464,337.949,498.413,218.339,true
"bricks.dds",20,3,Z-order,32896,27026,82.155885,20.500,162.802,183.301,201.823,true
"bricks.dds",100,4,Scanline,32896,26975,82.000851,63.089,297.187,360.277,196.355,true
"bricks.dds",20,4,Z-order,32896,27026,82.155885,2.074,213.730,215.803,538.406,true
"bricks.dds",10,4,Z-order,32896,27026,82.155885,12.440,114.303,126.743,443.154,true
"bricks.dds",20,5,Z-order,32896,27026,82.155885,16.099,210.735,226.834,210.666,true
"bricks.dds",10,5,Z-order,32896,27026,82.155885,53.984,186.448,240.433,260.298,true
"bricks.dds",100,5,Scanline,32896,26975,82.000851,3.550,239.405,242.955,293.795,true
"iscv2_u1_v1.dds",20,1,Z-order,33554560,11783604,35.117743,2017.917,4166.261,6184.178,3331.599,true
"iscv2_u1_v1.dds",10,1,Z-order,33554560,11783604,35.117743,2116.593,3957.649,6074.241,2550.462,true
"iscv2_u1_v1.dds",100,1,Z-order,33554560,11783604,35.117743,6125.078,4701.975,10827.053,2174.398,true
"iscv2_u1_v1.dds",10,2,Z-order,33554560,11783604,35.117743,1479.225,3569.622,5048.848,2281.858,true
"iscv2_u1_v1.dds",100,2,Z-order,33554560,11783604,35.117743,6802.414,4896.908,11699.322,2638.138,true
"iscv2_u1_v1.dds",20,2,Z-order,33554560,11783604,35.117743,1629.626,4467.333,6096.959,2272.920,true
"iscv2_u1_v1.dds",100,3,Z-order,33554560,11783604,35.117743,5876.100,4091.440,9967.540,2672.155,true
"iscv2_u1_v1.dds",20,3,Z-order,33554560,11783604,35.117743,2757.834,3723.698,6481.532,1733.025,true
"iscv2_u1_v1.dds",10,3,Z-order,33554560,11783604,35.117743,1528.367,3102.505,4630.872,1667.822,true
"iscv2_u1_v1.dds",20,4,Z-order,33554560,11783604,35.117743,1620.223,4049.333,5669.556,2097.277,true
"iscv2_u1_v1.dds",10,4,Z-order,33554560,11783604,35.117743,1534.574,3600.435,5135.009,1678.391,true
"iscv2_u1_v1.dds",100,4,Z-order,33554560,11783604,35.117743,5545.785,3770.776,9316.561,4026.890,true
"iscv2_u1_v1.dds",10,5,Z-order,33554560,11783604,35.117743,1959.073,6077.434,8036.507,1911.346,true
"iscv2_u1_v1.dds",100,5,Z-order,33554560,11783604,35.117743,6626.838,4124.078,10750.917,2723.948,true
"iscv2_u1_v1.dds",20,5,Z-order,33554560,11783604,35.117743,2011.973,4068.258,6080.231,3223.992,true
"iscv2_u1_v2.dds",10,1,Z-order,33554560,9648326,28.754143,2602.416,5696.927,8299.343,3063.211,true
"iscv2_u1_v2.dds",100,1,Z-order,33554560,9648326,28.754143,6259.032,5280.288,11539.320,4360.860,true
"iscv2_u1_v2.dds",20,1,Z-order,33554560,9648326,28.754143,3463.945,5093.357,8557.302,2397.853,true
"iscv2_u1_v2.dds",100,2,Z-order,33554560,9648326,28.754143,5174.204,3207.013,8381.218,1829.702,true
"iscv2_u1_v2.dds",20,2,Z-order,33554560,9648326,28.754143,1452.974,3564.756,5017.730,1123.497,true
"iscv2_u1_v2.dds",10,2,Z-order,33554560,9648326,28.754143,1050.645,3308.520,4359.165,1114.837,true
"iscv2_u1_v2.dds",20,3,Z-order,33554560,9648326,28.754143,1698.359,3115.017,4813.375,1439.698,true
"iscv2_u1_v2.dds",10,3,Z-order,33554560,9648326,28.754143,1222.867,3159.162,4382.029,2616.621,true
"iscv2_u1_v2.dds",100,3,Z-order,33554560,9648326,28.754143,5259.087,3642.255,8901.342,1735.122,true
"iscv2_u1_v2.dds",10,4,Z-order,33554560,9648326,28.754143,1373.780,3137.763,4511.542,2363.324,true
"iscv2_u1_v2.dds",100,4,Z-order,33554560,9648326,28.754143,6059.292,3286.084,9345.376,1651.704,true
"iscv2_u1_v2.dds",20,4,Z-order,33554560,9648326,28.754143,3822.251,4878.651,8700.902,1498.183,true
"iscv2_u1_v2.dds",100,5,Z-order,33554560,9648326,28.754143,5775.158,4206.825,9981.983,1385.997,true
"iscv2_u1_v2.dds",20,5,Z-order,33554560,9648326,28.754143,1352.915,2804.612,4157.527,1449.744,true
"iscv2_u1_v2.dds",10,5,Z-order,33554560,9648326,28.754143,1112.823,3271.680,4384.503,1343.149,true
"iscv2_u2_v1.dds",100,1,Z-order,33554560,9831124,29.298921,5355.082,2690.860,8045.942,1282.623,true
"iscv2_u2_v1.dds",20,1,Z-order,33554560,9831124,29.298921,2919.521,4132.060,7051.581,1624.481,true
"iscv2_u2_v1.dds",10,1,Z-order,33554560,9831124,29.298921,1072.587,3504.960,4577.547,1950.803,true
"iscv2_u2_v1.dds",20,2,Z-order,33554560,9831124,29.298921,1939.386,4011.155,5950.541,1449.832,true
"iscv2_u2_v1.dds",10,2,Z-order,33554560,9831124,29.298921,1507.236,4678.695,6185.931,1567.008,true
"iscv2_u2_v1.dds",100,2,Z-order,33554560,9831124,29.298921,5683.167,5994.607,11677.774,3232.024,true
"iscv2_u2_v1.dds",10,3,Z-order,33554560,9831124,29.298921,2327.359,4235.493,6562.852,1846.976,true
"iscv2_u2_v1.dds",100,3,Z-order,33554560,9831124,29.298921,7202.131,3481.552,10683.684,1402.316,true
"iscv2_u2_v1.dds",20,3,Z-order,33554560,9831124,29.298921,1855.241,3367.190,5222.431,1359.526,true
"iscv2_u2_v1.dds",100,4,Z-order,33554560,9831124,29.298921,4240.057,2690.794,6930.851,1018.095,true
"iscv2_u2_v1.dds",20,4,Z-order,33554560,9831124,29.298921,1296.050,2980.226,4276.276,1128.314,true
"iscv2_u2_v1.dds",10,4,Z-order,33554560,9831124,29.298921,1250.044,3240.897,4490.941,1000.021,true
"iscv2_u2_v1.dds",20,5,Z-order,33554560,9831124,29.298921,1487.181,3132.352,4619.533,1150.913,true
"iscv2_u2_v1.dds",10,5,Z-order,33554560,9831124,29.298921,1248.462,4788.205,6036.667,4115.575,true
"iscv2_u2_v1.dds",100,5,Z-order,33554560,9831124,29.298921,6369.229,3231.635,9600.863,1234.223,true
"iscv2_u2_v2.dds",20,1,Z-order,33554560,1116122,3.326290,1124.393,831.420,1955.813,1082.397,true
"iscv2_u2_v2.dds",10,1,Z-order,33554560,1116122,3.326290,932.064,1202.384,2134.447,1002.525,true
"iscv2_u2_v2.dds",100,1,Z-order,33554560,1116122,3.326290,1482.281,685.456,2167.737,845.455,true
"iscv2_u2_v2.dds",10,2,Z-order,33554560,1116122,3.326290,823.136,442.957,1266.093,845.557,true
"iscv2_u2_v2.dds",100,2,Z-order,33554560,1116122,3.326290,1476.041,492.737,1968.777,771.598,true
"iscv2_u2_v2.dds",20,2,Z-order,33554560,1116122,3.326290,719.980,873.196,1593.176,875.275,true
"iscv2_u2_v2.dds",100,3,Z-order,33554560,1116122,3.326290,1564.749,1230.676,2795.425,788.663,true
"iscv2_u2_v2.dds",20,3,Z-order,33554560,1116122,3.326290,898.444,552.998,1451.443,633.009,true
"iscv2_u2_v2.dds",10,3,Z-order,33554560,1116122,3.326290,608.150,547.000,1155.149,681.720,true
"iscv2_u2_v2.dds",20,4,Z-order,33554560,1116122,3.326290,1011.108,750.928,1762.037,1098.180,true
"iscv2_u2_v2.dds",10,4,Z-order,33554560,1116122,3.326290,716.194,598.748,1314.941,694.336,true
"iscv2_u2_v2.dds",100,4,Z-order,33554560,1116122,3.326290,1264.253,563.645,1827.898,649.096,true
"iscv2_u2_v2.dds",10,5,Z-order,33554560,1116122,3.326290,640.251,490.783,1131.034,868.162,true
"iscv2_u2_v2.dds",100,5,Z-order,33554560,1116122,3.326290,1221.939,1025.035,2246.974,966.697,true
"iscv2_u2_v2.dds",20,5,Z-order,33554560,1116122,3.326290,772.532,586.241,1358.773,871.877,true
"iscv2_u2_v4.dds",10,1,Z-order,33554560,3716565,11.076185,1029.074,1524.869,2553.944,804.659,true
"iscv2_u2_v4.dds",100,1,Z-order,33554560,3716565,11.076185,2220.374,2132.164,4352.538,2686.679,true
"iscv2_u2_v4.dds",20,1,Z-order,33554560,3716565,11.076185,1524.532,1579.962,3104.495,916.011,true
"iscv2_u2_v4.dds",100,2,Z-order,33554560,3716565,11.076185,3133.200,1819.141,4952.342,1445.096,true
"iscv2_u2_v4.dds",20,2,Z-order,33554560,3716565,11.076185,2036.037,2997.244,5033.281,1489.402,true
"iscv2_u2_v4.dds",10,2,Z-order,33554560,3716565,11.076185,1132.073,2337.084,3469.156,1038.570,true
"iscv2_u2_v4.dds",20,3,Z-order,33554560,3716565,11.076185,1248.017,1695.153,2943.170,893.093,true
"iscv2_u2_v4.dds",10,3,Z-order,33554560,3716565,11.076185,1018.019,2038.093,3056.112,1022.780,true
"iscv2_u2_v4.dds",100,3,Z-order,33554560,3716565,11.076185,3041.470,1614.763,4656.233,1032.660,true
"iscv2_u2_v4.dds",10,4,Z-order,33554560,3716565,11.076185,1196.873,1785.448,2982.321,997.246,true
"iscv2_u2_v4.dds",100,4,Z-order,33554560,3716565,11.076185,3235.021,1868.797,5103.818,1995.403,true
"iscv2_u2_v4.dds",20,4,Z-order,33554560,3716565,11.076185,1453.883,1525.731,2979.614,1157.712,true
"iscv2_u2_v4.dds",100,5,Z-order,33554560,3716565,11.076185,2815.032,1538.802,4353.834,1015.631,true
"iscv2_u2_v4.dds",20,5,Z-order,33554560,3716565,11.076185,1151.522,1864.149,3015.671,1204.136,true
"iscv2_u2_v4.dds",10,5,Z-order,33554560,3716565,11.076185,878.052,1969.330,2847.382,1320.798,true
"iscv2_u3_v1.dds",100,1,Z-order,33554560,10284166,30.649086,6363.256,3943.240,10306.496,1726.798,true
"iscv2_u3_v1.dds",20,1,Z-order,33554560,10284166,30.649086,2176.942,4355.938,6532.879,1498.889,true
"iscv2_u3_v1.dds",10,1,Z-order,33554560,10284166,30.649086,2634.280,4705.161,7339.441,1448.982,true
"iscv2_u3_v1.dds",20,2,Z-order,33554560,10284166,30.649086,1394.161,1554.516,2948.677,619.980,true
"iscv2_u3_v1.dds",10,2,Z-order,33554560,10284166,30.649086,539.148,1218.498,1757.646,617.861,true
"iscv2_u3_v1.dds",100,2,Z-order,33554560,10284166,30.649086,7068.005,3295.918,10363.923,1233.971,true
"iscv2_u3_v1.dds",10,3,Z-order,33554560,10284166,30.649086,647.091,1667.982,2315.073,589.804,true
"iscv2_u3_v1.dds",100,3,Z-order,33554560,10284166,30.649086,1847.294,1288.471,3135.766,513.581,true
"iscv2_u3_v1.dds",20,3,Z-order,33554560,10284166,30.649086,721.661,1566.267,2287.928,541.867,true
"iscv2_u3_v1.dds",100,4,Z-order,33554560,10284166,30.649086,1953.353,1250.064,3203.417,501.587,true
"iscv2_u3_v1.dds",20,4,Z-order,33554560,10284166,30.649086,633.468,1273.624,1907.092,550.709,true
"iscv2_u3_v1.dds",10,4,Z-order,33554560,10284166,30.649086,477.983,1208.743,1686.726,482.210,true
"iscv2_u3_v1.dds",20,5,Z-order,33554560,10284166,30.649086,631.058,1459.966,2091.024,549.955,true
"iscv2_u3_v1.dds",10,5,Z-order,33554560,10284166,30.649086,493.743,1363.730,1857.473,598.124,true
"iscv2_u3_v1.dds",100,5,Z-order,33554560,10284166,30.649086,1912.909,1257.526,3170.435,502.643,true
"iscv2_u4_v1.dds",20,1,Z-order,33554560,10881787,32.430129,662.034,1131.553,1793.587,500.231,true
"iscv2_u4_v1.dds",10,1,Z-order,33554560,10881787,32.430129,414.240,1307.651,1721.891,505.750,true
"iscv2_u4_v1.dds",100,1,Z-order,33554560,10881787,32.430129,1671.562,1988.308,3659.870,865.691,true
"iscv2_u4_v1.dds",10,2,Z-order,33554560,10881787,32.430129,499.684,1477.950,1977.634,574.120,true
"iscv2_u4_v1.dds",100,2,Z-order,33554560,10881787,32.430129,2148.431,1250.274,3398.706,549.242,true
"iscv2_u4_v1.dds",20,2,Z-order,33554560,10881787,32.430129,661.142,1395.036,2056.178,553.855,true
"iscv2_u4_v1.dds",100,3,Z-order,33554560,10881787,32.430129,2749.984,1499.207,4249.191,731.892,true
"iscv2_u4_v1.dds",20,3,Z-order,33554560,10881787,32.430129,927.894,2066.085,2993.979,638.109,true
"iscv2_u4_v1.dds",10,3,Z-order,33554560,10881787,32.430129,494.815,1239.635,1734.450,519.446,true
"iscv2_u4_v1.dds",20,4,Z-order,33554560,10881787,32.430129,593.016,1275.881,1868.897,551.569,true
"iscv2_u4_v1.dds",10,4,Z-order,33554560,10881787,32.430129,447.589,1238.994,1686.583,564.529,true
"iscv2_u4_v1.dds",100,4,Z-order,33554560,10881787,32.430129,2217.354,1231.594,3448.947,622.508,true
"iscv2_u4_v1.dds",10,5,Z-order,33554560,10881787,32.430129,633.021,1896.512,2529.533,995.690,true
"iscv2_u4_v1.dds",100,5,Z-order,33554560,10881787,32.430129,3255.583,1305.923,4561.506,614.554,true
"iscv2_u4_v1.dds",20,5,Z-order,33554560,10881787,32.430129,750.164,1340.611,2090.775,757.364,true
"kodim01.dds",10,1,Scanline,196736,146292,74.359548,1.281,215.350,216.631,56.494,true
"kodim01.dds",100,1,Scanline,196736,146292,74.359548,0.961,55.092,56.053,62.027,true
"kodim01.dds",20,1,Scanline,196736,146292,74.359548,1.345,67.867,69.212,57.774,true
"kodim01.dds",100,2,Scanline,196736,146292,74.359548,1.169,56.927,58.095,57.707,true
"kodim01.dds",20,2,Scanline,196736,146292,74.359548,1.036,93.630,94.665,60.436,true
"kodim01.dds",10,2,Scanline,196736,146292,74.359548,1.301,54.094,55.396,62.153,true
"kodim01.dds",20,3,Scanline,196736,146292,74.359548,1.325,59.656,60.981,56.852,true
"kodim01.dds",10,3,Scanline,196736,146292,74.359548,1.359,55.720,57.079,60.591,true
"kodim01.dds",100,3,Scanline,196736,146292,74.359548,1.167,69.355,70.522,61.864,true
"kodim01.dds",10,4,Scanline,196736,146292,74.359548,1.238,95.221,96.459,63.169,true
"kodim01.dds",100,4,Scanline,196736,146292,74.359548,1.314,65.986,67.300,69.492,true
"kodim01.dds",20,4,Scanline,196736,146292,74.359548,5.008,51.580,56.588,57.799,true
"kodim01.dds",100,5,Scanline,196736,146292,74.359548,1.419,90.007,91.427,61.809,true
"kodim01.dds",20,5,Scanline,196736,146292,74.359548,1.286,62.982,64.268,63.152,true
"kodim01.dds",10,5,Scanline,196736,146292,74.359548,1.258,102.680,103.938,79.970,true
"kodim02.dds",100,1,Scanline,196736,133761,67.990098,1.584,174.868,176.452,62.251,true
"kodim02.dds",20,1,Scanline,196736,133761,67.990098,1.401,82.172,83.573,57.116,true
"kodim02.dds",10,1,Scanline,196736,133761,67.990098,1.364,97.985,99.349,117.076,true
"kodim02.dds",20,2,Scanline,196736,133761,67.990098,13.480,151.676,165.156,92.788,true
"kodim02.dds",10,2,Scanline,196736,133761,67.990098,4.307,77.226,81.532,82.816,true
"kodim02.dds",100,2,Scanline,196736,133761,67.990098,1.223,65.956,67.179,99.680,true
"kodim02.dds",10,3,Scanline,196736,133761,67.990098,3.726,134.676,138.402,55.979,true
"kodim02.dds",100,3,Scanline,196736,133761,67.990098,6.915,86.795,93.710,64.343,true
"kodim02.dds",20,3,Scanline,196736,133761,67.990098,1.489,97.311,98.799,104.207,true
"kodim02.dds",100,4,Scanline,196736,133761,67.990098,1.649,91.128,92.778,61.638,true
"kodim02.dds",20,4,Scanline,196736,133761,67.990098,1.193,65.291,66.484,76.021,true
"kodim02.dds",10,4,Scanline,196736,133761,67.990098,1.215,64.218,65.433,59.316,true
"kodim02.dds",20,5,Scanline,196736,133761,67.990098,3.172,78.096,81.268,70.122,true
"kodim02.dds",10,5,Scanline,196736,133761,67.990098,3.639,61.620,65.259,61.751,true
"kodim02.dds",100,5,Scanline,196736,133761,67.990098,1.238,78.855,80.093,55.068,true
"kodim03.dds",20,1,Scanline,196736,124642,63.354953,1.227,120.423,121.650,82.536,true
"kodim03.dds",10,1,Scanline,196736,124642,63.354953,1.694,68.847,70.541,80.497,true
"kodim03.dds",100,1,Scanline,196736,124642,63.354953,1.224,63.577,64.802,65.499,true
"kodim03.dds",10,2,Scanline,196736,124642,63.354953,1.205,79.610,80.816,97.308,true
"kodim03.dds",100,2,Scanline,196736,124642,63.354953,1.194,81.956,83.150,68.318,true
"kodim03.dds",20,2,Scanline,196736,124642,63.354953,7.348,73.548,80.896,65.731,true
"kodim03.dds",100,3,Scanline,196736,124642,63.354953,1.367,56.534,57.900,68.469,true
"kodim03.dds",20,3,Scanline,196736,124642,63.354953,1.532,57.139,58.671,64.222,true
"kodim03.dds",10,3,Scanline,196736,124642,63.354953,1.212,80.883,82.095,79.876,true
"kodim03.dds",20,4,Scanline,196736,124642,63.354953,1.295,112.633,113.928,68.340,true
"kodim03.dds",10,4,Scanline,196736,124642,63.354953,1.544,85.478,87.022,60.913,true
"kodim03.dds",100,4,Scanline,196736,124642,63.354953,1.235,75.315,76.550,57.982,true
"kodim03.dds",10,5,Scanline,196736,124642,63.354953,4.957,69.239,74.196,54.271,true
"kodim03.dds",100,5,Scanline,196736,124642,63.354953,1.219,78.646,79.865,62.482,true
"kodim03.dds",20,5,Scanline,196736,124642,63.354953,1.276,60.856,62.132,55.411,true
"kodim04.dds",10,1,Scanline,196736,143276,72.826529,1.274,137.124,138.397,64.994,true
"kodim04.dds",100,1,Scanline,196736,143276,72.826529,1.175,51.887,53.062,61.001,true
"kodim04.dds",20,1,Scanline,196736,143276,72.826529,1.429,64.171,65.599,61.704,true
"kodim04.dds",100,2,Scanline,196736,143276,72.826529,1.232,54.579,55.811,61.191,true
"kodim04.dds",20,2,Scanline,196736,143276,72.826529,1.300,76.006,77.305,67.336,true
"kodim04.dds",10,2,Scanline,196736,143276,72.826529,1.562,79.587,81.149,56.181,true
"kodim04.dds",20,3,Scanline,196736,143276,72.826529,1.816,77.236,79.051,56.608,true
"kodim04.dds",10,3,Scanline,196736,143276,72.826529,1.355,58.509,59.864,65.884,true
"kodim04.dds",100,3,Scanline,196736,143276,72.826529,1.374,79.999,81.374,55.348,true
"kodim04.dds",10,4,Scanline,196736,143276,72.826529,1.628,74.305,75.933,60.745,true
"kodim04.dds",100,4,Scanline,196736,143276,72.826529,1.300,75.557,76.857,57.573,true
"kodim04.dds",20,4,Scanline,196736,143276,72.826529,1.664,85.856,87.520,62.501,true
"kodim04.dds",100,5,Scanline,196736,143276,72.826529,1.209,79.262,80.472,59.431,true
"kodim04.dds",20,5,Scanline,196736,143276,72.826529,4.067,94.862,98.928,57.177,true
"kodim04.dds",10,5,Scanline,196736,143276,72.826529,1.613,97.933,99.546,69.728,true
"kodim05.dds",100,1,Scanline,196736,159598,81.122926,4.529,120.206,124.736,66.436,true
"kodim05.dds",20,1,Scanline,196736,159598,81.122926,1.340,63.328,64.669,61.255,true
"kodim05.dds",10,1,Scanline,196736,159598,81.122926,1.268,71.908,73.177,62.962,true
"kodim05.dds",20,2,Scanline,196736,159598,81.122926,1.253,64.188,65.440,61.163,true
"kodim05.dds",10,2,Scanline,196736,159598,81.122926,1.609,78.783,80.392,66.573,true
"kodim05.dds",100,2,Scanline,196736,159598,81.122926,1.273,67.494,68.767,61.331,true
"kodim05.dds",10,3,Scanline,196736,159598,81.122926,1.200,88.746,89.947,60.740,true
"kodim05.dds",100,3,Scanline,196736,159598,81.122926,1.283,66.654,67.937,58.687,true
"kodim05.dds",20,3,Scanline,196736,159598,81.122926,1.301,56.817,58.118,60.445,true
"kodim05.dds",100,4,Scanline,196736,159598,81.122926,1.143,51.560,52.703,58.430,true
"kodim05.dds",20,4,Scanline,196736,159598,81.122926,1.336,97.531,98.867,63.223,true
"kodim05.dds",10,4,Scanline,196736,159598,81.122926,1.156,67.337,68.493,59.912,true
"kodim05.dds",20,5,Scanline,196736,159598,81.122926,1.334,80.408,81.742,55.932,true
"kodim05.dds",10,5,Scanline,196736,159598,81.122926,1.209,82.996,84.205,57.387,true
"kodim05.dds",100,5,Scanline,196736,159598,81.122926,1.159,49.053,50.212,54.718,true
"kodim06.dds",20,1,Scanline,196736,136318,69.289810,1.393,109.197,110.591,68.386,true
"kodim06.dds",10,1,Scanline,196736,136318,69.289810,1.165,69.752,70.918,72.070,true
"kodim06.dds",100,1,Scanline,196736,136318,69.289810,1.141,84.947,86.088,53.126,true
"kodim06.dds",10,2,Scanline,196736,136318,69.289810,0.977,58.279,59.256,63.292,true
"kodim06.dds",100,2,Scanline,196736,136318,69.289810,5.896,56.191,62.086,87.713,true
"kodim06.dds",20,2,Scanline,196736,136318,69.289810,2.414,81.070,83.484,64.460,true
"kodim06.dds",100,3,Scanline,196736,136318,69.289810,1.248,69.065,70.313,58.164,true
"kodim06.dds",20,3,Scanline,196736,136318,69.289810,1.207,81.665,82.873,57.330,true
"kodim06.dds",10,3,Scanline,196736,136318,69.289810,0.851,67.502,68.353,56.993,true
"kodim06.dds",20,4,Scanline,196736,136318,69.289810,1.278,69.376,70.653,62.594,true
"kodim06.dds",10,4,Scanline,196736,136318,69.289810,1.237,93.277,94.514,55.390,true
"kodim06.dds",100,4,Scanline,196736,136318,69.289810,1.186,54.899,56.085,54.208,true
"kodim06.dds",10,5,Scanline,196736,136318,69.289810,0.948,78.424,79.372,63.442,true
"kodim06.dds",100,5,Scanline,196736,136318,69.289810,1.321,77.240,78.561,57.818,true
"kodim06.dds",20,5,Scanline,196736,136318,69.289810,1.280,65.684,66.964,60.700,true
"kodim07.dds",10,1,Scanline,196736,131167,66.671580,0.993,113.176,114.169,58.325,true
"kodim07.dds",100,1,Scanline,196736,131167,66.671580,1.772,88.144,89.916,81.930,true
"kodim07.dds",20,1,Scanline,196736,131167,66.671580,1.772,55.195,56.967,81.165,true
"kodim07.dds",100,2,Scanline,196736,131167,66.671580,1.274,56.873,58.147,56.294,true
"kodim07.dds",20,2,Scanline,196736,131167,66.671580,2.552,76.025,78.577,70.369,true
"kodim07.dds",10,2,Scanline,196736,131167,66.671580,2.024,72.797,74.821,58.482,true
"kodim07.dds",20,3,Scanline,196736,131167,66.671580,1.302,80.801,82.104,57.099,true
"kodim07.dds",10,3,Scanline,196736,131167,66.671580,1.567,53.406,54.973,94.234,true
"kodim07.dds",100,3,Scanline,196736,131167,66.671580,1.153,96.431,97.585,57.136,true
"kodim07.dds",10,4,Scanline,196736,131167,66.671580,0.944,77.626,78.569,57.952,true
"kodim07.dds",100,4,Scanline,196736,131167,66.671580,4.540,68.456,72.996,75.487,true
"kodim07.dds",20,4,Scanline,196736,131167,66.671580,1.588,84.426,86.014,57.373,true
"kodim07.dds",100,5,Scanline,196736,131167,66.671580,1.724,54.080,55.804,54.563,true
"kodim07.dds",20,5,Scanline,196736,131167,66.671580,1.317,70.584,71.902,59.913,true
"kodim07.dds",10,5,Scanline,196736,131167,66.671580,1.307,80.092,81.399,63.466,true
"kodim08.dds",100,1,Scanline,196736,159148,80.894193,1.260,70.072,71.332,64.110,true
"kodim08.dds",20,1,Scanline,196736,159148,80.894193,0.952,57.124,58.076,60.606,true
"kodim08.dds",10,1,Scanline,196736,159148,80.894193,1.183,76.541,77.725,56.110,true
"kodim08.dds",20,2,Scanline,196736,159148,80.894193,4.992,75.116,80.108,96.564,true
"kodim08.dds",10,2,Scanline,196736,159148,80.894193,27.850,62.245,90.095,75.328,true
"kodim08.dds",100,2,Scanline,196736,159148,80.894193,1.483,76.222,77.705,59.397,true
"kodim08.dds",10,3,Scanline,196736,159148,80.894193,0.882,49.287,50.169,82.085,true
"kodim08.dds",100,3,Scanline,196736,159148,80.894193,3.781,49.873,53.653,56.931,true
"kodim08.dds",20,3,Scanline,196736,159148,80.894193,1.205,73.422,74.627,60.346,true
"kodim08.dds",100,4,Scanline,196736,159148,80.894193,1.200,83.468,84.668,90.047,true
"kodim08.dds",20,4,Scanline,196736,159148,80.894193,0.917,58.423,59.340,75.748,true
"kodim08.dds",10,4,Scanline,196736,159148,80.894193,1.278,80.346,81.624,76.991,true
"kodim08.dds",20,5,Scanline,196736,159148,80.894193,1.335,69.638,70.973,62.550,true
"kodim08.dds",10,5,Scanline,196736,159148,80.894193,0.830,74.359,75.189,70.378,true
"kodim08.dds",100,5,Scanline,196736,159148,80.894193,1.171,74.558,75.730,68.070,true
"kodim09.dds",20,1,Scanline,196736,129761,65.956917,6.992,74.825,81.818,78.092,true
"kodim09.dds",10,1,Scanline,196736,129761,65.956917,0.847,84.623,85.470,62.987,true
